1318464121688522752,"&gt; Lehrer würden beispielsweise aufgefordert, Themen wie den Nahostkonflikt oder Israel nicht im Unterricht zu behandeln.\n\n„Lehrkräfte trauen sich an manchen Schulen nicht mehr, einen Film wie ’Schindlers Liste’ zu zeigen.&lt;\n#Brennpunktschulen 🇩🇪 \n https://t.co/YPeYk2BErH"
1318297506237865986,"Besser spät als nie. Hätte schon viel früher passieren müssen, aber scheinbar reichte der ganze (israel-bezogene) #Antisemitismus noch nicht aus.\n#Siegen https://t.co/K7CaySrjna"
1317585335266758659,"Seit fast einem Monat gibt es in #Israel einen zweiten Lockdown. \n\nDie Daten bestätigen sehr eindrucksvoll, dass ein Lockdown die Infektionswelle wirksam stoppt. Die Sterbewelle wird sicherlich bald nachfolgen.\n\n#CoronaVirus #Corona #COVID19 https://t.co/irtBYyKGFz"
1317179655485591554,"Pro Kopf erhalten Palästinenser mit Abstand (!) am meisten Entwicklungshilfe vs. @Zeit fragt, wer sich jetzt noch um Palästina kümmert, wenn Israel einen Friedensvertrag unterzeichnet. 🤦 https://t.co/W3uxY2m1QX"
1315925201490767873,"Das ist Israel 👇\n\nAnat ist jüdische Israelin. Miryam ist muslimische Israelin. Sie arbeiten rund um die Uhr Seite an Seite als Freiwillige beim israelischen Rettungsdienst Magen David Adom im Kampf gegen #Covid19. \n\nDanke, Toda und Shukran für Eure Arbeit!  🙏\n\n📷 @Mdais https://t.co/2WU9wzaDoS"
1315698808295129089,"Zum Abschluss dieses Abschnitts wird nochmals betont, dass Adonai für Israel kämpft (V. 14)."
1315623097312202752,Etwa 60 Prozent der Waffen/Rüstungssysteme Aserbaidschans stammen aus Israel. Ein Teil von ihnen wird aktuell auch bei den Kämpfen in und um Bergkarabach eingesetzt. https://t.co/mqPtah8xO4
1315280935869394944,"""Jerusalem gehört uns"" - Was steckt hinter der erstaunlichen Behauptung der Türkei? | Israel Heute https://t.co/lYJnqvkdsF"
1314644877658001408,"@Suicidprevent @Folkhalsomynd Nach Ansicht verschiedener Wissenschaftler im In- und Ausland spielen die Schulen eine zentrale Rolle bei der zweiten Pandemie-Welle in Israel. Die Schulöffnungen seien der Treiber der hohen Corona-Fallzahlen gewesen, sagt Eran Segal \n\nhttps://t.co/KToaHdJJ7R"
1314139736529948672,"In #Israel räumt der #Lockdown mit #Ausgangssperre die Neuinfektionen mal ordentlich ab.\nEr ist das einzige sinnvolle Mittel, wenn die Situation so eskaliert wie jetzt in Europa fast überall.\n\nVor 1 Woche waren es noch 9066 neue Fälle, gestern 3277."
1313945556402802688,"Israelische Siedler halten sich illegal in Palästinensischen Territorien auf. Sie verbrennen grundlos Oliven und Obstbäume, zerstören Felder und Infrastruktur. Antisemitismus ist weltweit so hoch wie im 3. Reisch. Israel ist laut Studien das meist gehasste Land und Volk."
1313877858432036865,"Wenn die blaue Kurve zu Schweden gehören würde und die gelbe Kurve zu Israel, wäre das Diagramm ein Superargument für Lockdowns. https://t.co/2L7s4EXk4J"
1313846649991684096,"@KI_in_med Zeigt auch, warum der ständige Israel-Vergleich enorm hinkt. Die haben die Schulen geöffnet bei auf D umgerechnet 15-20.000 Inf pro Tag (!!). Da redet kein Mensch drüber. Wir haben jetzt drei Monate offene Schulen in Berlin gehabt, und ganz eindeutig: Die waren nicht das Problem."
1313775753880907782,"""Hier in Berlin, wo sich das Hauptquartier des grausamen Nazi-Regimes befand, verharrten wir in Stille; der Außenminister von Israel, der Außenminister von Deutschland und der Außenminister der Vereinigten Arabischen Emirate."" https://t.co/nXdv2LHsAb"
1313155078455463937,"🇮🇱 Israel 1989 - ""Derech Ha'melech"" - Gili ve Galit\nhttps://t.co/ChSc389ts1\n#Eurovision #EurovisionWorldCup #EurovisionAgain"
1313023406812598277,Im einstigen Vorzeigeland #Israel werden inzwischen provisorische Leichenhallen errichtet. Bilder wie aus Bergamo im Frühjahr. \n\nUnd es gibt immer mehr Proteste gegen die Regierung und die Maßnahmen. \n\nWir müssen unbedingt die Zahlen niedrig halten.
1312761065642643456,Israel und arabische Staaten wagen eine historische Annäherung - auch im Sport. @RonnyBlaschke hat für uns recherchiert und erklärt die Widerstände in nationalistischen israelischen Kreisen und die Verzahnung von Sport und Politik.\n\n➡️https://t.co/WoaR8KUg53 @sportschau @dlf
1312453770614173697,@aryeshalicar Mein Freund israel wirds bald nicht mehr Geben. Ok gab es auch noch nie. Aber nur so als Info hisbollah hat über 300 000 raketen auf israel gerichtet
1312315621112270853,"#Trump begann keine Kriege.\n\n#Trump erließ keine Zensurgesetze.\n\n#Trump rief nicht zu Gewalt auf.\n\n#Trump unterstützt als einziger die Demokratien Israel, Hongkong, Taiwan und die Wirtschaftschancen von Minderheiten.\n\nAlles was Trump's Gegner ihm vorwerfen, tun sie. Nicht #Trump."
1312007491409055745,"""Coronavirus ist nicht gefährlich für Kinder!"" | Israel Heute https://t.co/6fqhUrbUns"
1311957342372626439,"Geschändete #Mesusah an der #Synagoge Tiferet Israel Berlin. Wie ich vom zuständigen Rabbiner soeben erfuhr, hat eine Person die Mesusah am Eingang zur Synagoge aufgebrochen und das innenliegende Pergament mit einem Hakenkreuz geschändet. https://t.co/k7dmfWjaP1"
1311719160544522241,✅ Wandteller Jerusalem Israel Metall #K31a in Offenburg Zentrum https://t.co/Oqk6Zli6Vv #Inserate #Kleinanzeigen #anzeige
